client_id,phonenumber_id
4756651153469356,348-119-8014
4756906285282881,012-274-173
4757346727565446,934-721-1224
4757623703056149,939-343-0918
4759247110814078,023-666-523
4759359886380760,156-571-8242
4759404186671730,092-066-0212
4762048420954405,625-471-077
4762417063650226,050-062-6527
4763001196893009,547-046-6151
4763124109139433,348-270-6584
4763262351024505,665-300-6082
4765992607903684,481-027-7156
4766570864381098,359-179-607
4766764470972792,846-697-8721
4768301480957733,865-102-777
4770380604067088,650-219-973
4771027567657616,374-152-2168
4773433666169826,225-467-916
4773553972630797,565-915-420
4774591714094368,820-823-9171
4774751078946591,765-308-0062
4775281596813940,240-099-145
4776642856733558,458-169-986
4777090206533956,740-753-909
4778155518699479,705-123-648
4780413043782393,370-112-894
4780804271728902,097-599-838
4781260903940259,068-555-755
4782169925138090,518-723-4920
4782901114542249,724-664-995
4783000904136202,836-118-727
4784494024536756,961-955-638
4785895083194080,402-181-4777
4786041469830653,249-822-6865
4786077038829354,441-269-985
4786160532536525,768-272-4659
4787090609721842,367-612-712
4788890805158403,857-203-592
4789397297328592,569-985-7001
4791321608095381,382-865-026
4793982166001315,459-609-0552
4794166831081550,814-791-867
4795007989406497,513-952-3557
4795041423668743,451-791-4261
4795141678368526,034-688-666
4795213984819292,309-491-9800
4795730987001545,106-078-4290
4796191002016902,220-518-1345
4798269858659914,875-879-9857
4800620860980068,193-998-815
4802705696364195,323-666-6806
4803909835842868,350-220-9326
4804009243946267,794-753-2374
4804333381515845,716-795-854
4804454021738744,739-117-655
4804797979826493,722-335-128
4805819127738963,339-973-2552
4806983234525066,315-262-0037
4807263169963403,967-496-2570
4807935180011185,121-370-739
4808723313331137,640-308-604
4810643906653042,636-271-9609
4810937095534280,171-708-0016
4812705113191039,043-602-2198
4812761857617085,598-334-331
4813226767541857,648-425-780
4813683441894526,337-021-855
4813705359148155,659-680-672
4814013122983860,397-649-567
4814097682865757,629-479-3178
4815196895441940,032-748-156
4815802858855865,079-551-2889
4816863870288278,785-889-601
4817210328467386,802-328-749
4817311018972345,132-951-280
4817385753236595,874-787-6208
4817992222289970,083-084-714
4818330953960262,583-149-399
4818467981669158,919-014-2386
4818863800654134,707-044-7251
4820709484999301,049-489-645
4821675005013758,347-551-8789
4821981709228373,300-888-400
4822540002568478,887-645-7562
4823997063511350,344-245-861
4824444111037939,848-637-754
4825075254350447,569-985-7001
4828484758757700,974-346-0403
4829921082679562,387-595-6994
4830121531561365,450-229-4373
4831016740705002,282-964-443
4832151814401052,987-861-4472
4832618975422432,998-802-716
4833812045945642,712-602-716
4834144980582563,528-516-3248
4834584160471071,863-640-9614
4834678530113783,013-895-540
4835542566169326,666-684-9851
4837584334729641,699-155-373
4838533408042018,750-880-1388
4839534292347140,255-552-8460
4840215441494127,051-996-3213
4840423411859671,736-541-6306
4840527961101167,343-739-5537
4841244038124854,199-028-966
4841304411737746,066-583-5088
4841952131175892,518-830-595
4841975801821495,805-543-5924
4843427372106755,075-868-5849
4843520985427798,869-703-176
4844336347844946,417-586-454
4844826879341352,269-421-769
4846392335445673,398-479-935
4848781687600166,233-631-8691
4849609718434496,263-875-304
4850333440251757,963-955-8185
4850957365656036,897-378-7989
4852419990430830,343-911-0373
4852514117132127,978-759-3882
4852977523784460,374-364-6480
4853006936568655,314-963-383
4853318857123737,302-007-250
4855156913487144,971-282-959
4856705123792682,869-131-978
4858455293120763,782-775-843
4858571062583617,647-777-798
4859475779140282,542-237-573
4860133728355140,486-474-6101
4860445217834223,972-157-5376
4860761967076447,145-070-329
4861442010447831,509-826-6709
4862932417925925,852-666-701
4864302589636569,645-768-017
4864382187129050,227-190-4187
4864503097661961,439-933-020
4866990260716896,475-943-437
4868018927580139,574-490-098
4868353727711943,520-833-885
4873474478391819,463-559-7620
4873714668269501,230-775-4014
4874768758050485,362-193-460
4874773160331556,824-675-169
4875379320667993,052-385-371
4875544994697721,257-165-4654
4876436279783079,183-296-4655
4876676295117303,672-457-9606
4879523530336396,506-482-7933
4880743077552521,149-725-1709
4883459337126348,816-820-391
4883596606917699,746-742-4424
4884679230425286,379-850-464
4885016379550096,504-220-3217
4885313485737489,954-222-539
4885349780597426,831-818-469
4886272628356731,467-180-8030
4888629025157574,674-705-384
4888903591429950,400-838-928
4890424669095264,942-613-0989
4890766563503557,281-341-5150
4891267415769800,607-715-6020
4891492222990429,213-581-2346
4891783823420893,780-696-3808
4892073668949829,199-793-263
4892823169242573,107-631-0616
4893333134995411,495-613-8235
4893552158064826,528-687-617
4894254287880342,506-482-7933
4894274518568482,173-168-2857
4895164227699273,386-959-755
4895302680036522,115-149-7801
4896614078820815,574-474-3191
4897208504379675,855-414-984
4898462841036865,955-682-2723
4898477505948445,192-359-6729
4898844450729148,335-683-338
4899781798973864,207-341-6533
4899796132495226,474-432-486
4900088389304930,632-546-2711
4900409583780123,407-919-8898
4900751441896967,018-349-0983
4901193238513365,018-512-5468
4902802862901667,782-695-101
4902967766481759,683-683-004
4908098040589029,069-067-193
4909563260631255,221-026-386
4910748220696855,533-776-2810
4911110012733538,193-237-0791
4911930493082679,916-437-048
4912315420775703,804-453-1463
4913519870111793,399-812-3321
4913929793693761,399-183-237
4915560796924941,335-924-1354
4917132764419581,987-452-5241
4917506963390406,711-961-1895
4918229147440117,682-238-2075
4919150924886877,077-953-310
4922335195539025,943-331-0128
4924583581118510,831-980-849
4924631765227753,717-412-111
4925746116896178,199-942-9277
4926772912686471,040-386-844
4927385383452353,437-843-2415
4928163004792021,116-608-9515
4928607169465781,922-089-5593
4929200385794215,598-680-6521
4930953182076379,570-947-6334
4930988563489411,318-872-4458
4931179705482758,106-729-2695
4931675517924333,586-706-1963
4933689009921093,501-623-160
4934836903970002,163-351-362
4935652078341625,711-313-3863
4936238788466057,272-027-767
4937773950816076,359-923-119
4938679517224432,150-397-8690
4938855089267765,436-575-922
4939687237087731,445-041-6599
4940032266883543,094-573-990
4940225499057386,079-551-2889
4941540145929229,473-713-878
4942151850274410,348-437-0021
4942522310924416,862-999-952
4944638338563800,437-843-2415
4945351850994507,665-993-234
4946182689995038,051-213-8944
4948046082181801,638-009-9953
4948958385513573,602-842-933
4949359805514938,809-491-6799
4952214539606423,796-278-9238
4952443870120013,883-627-6945
4953239347498845,484-823-882
4953475335389246,079-543-112
4954461869622334,487-997-207
4956501928779282,269-421-769
4956681227546788,934-986-634
4956780979508689,958-437-1592
4957724474886736,165-343-8114
4958087620834284,306-705-107
4958460551235005,304-407-539
4960291649780272,020-725-490
4960432413904983,367-806-951
4963063238958594,959-468-293
4963678587481318,729-073-002
4963741063656991,348-662-8625
4963892847085732,606-132-485
4964068390965518,138-918-6129
4964169964009772,224-133-3515
4964965109956037,325-218-2052
4965425306395694,164-579-831
4965640546180645,782-105-6160
4965962723985145,943-612-864
4966793734893054,029-413-4277
4967457301083577,691-429-1799
4968096013977442,979-508-703
4968301126751605,759-894-914
4968779866330369,714-559-1359
4968994415584586,749-524-4159
4969289892048851,741-321-2020
4969829236770973,753-138-3611
4970138502315001,963-616-941
4971488368856310,179-150-011
4971743948846508,524-118-9357
4973174893291375,539-029-1131
4973600881474060,571-481-8090
4973847834689175,112-460-128
4973849265234299,058-552-7672
4974040272130683,456-989-832
4974142814303784,851-868-2103
4975032749316960,595-030-856
4975217894689002,641-285-279
4976576576923297,388-804-746
4976815190214737,452-205-870
4978304530989355,668-532-411
4979542509348298,052-035-3275
4979987376582257,070-179-750
4980191427334449,901-532-998
4980536646122225,121-102-6670
4980801696468732,696-786-7196
4980836170350618,540-310-8459
4981762616875738,163-563-9618
4982603562499025,046-330-7817
4984855709140510,361-619-858
4985209122284316,673-038-996
4986365957237933,663-616-5154
4986423556020794,018-751-948
4986817340333852,982-671-926
4987342236770108,553-868-306
4988531515298653,554-423-618
4989541888375516,738-396-158
4989565452003352,346-604-8095
4989881361938947,544-832-722
4991948395218459,139-639-309
4992193083135595,755-355-6839
4992695962526009,722-642-4911
4995578414207914,285-126-384
4995925241837373,494-387-123
4996173210856988,803-478-224
4996612130037765,959-088-9940
4997954982363546,628-269-192
4999903499627313,696-150-009
