client_id,ssn_id
4726850159091795,824-64-3607
4727542652665311,583-52-4259
4728424211321943,282-04-4159
4729053780467941,780-49-1382
4730983929642144,870-34-0647
4731225228098225,287-43-6493
4732595942570991,844-01-7360
4733127168422225,250-14-5304
4734606513095587,255-23-1420
4734709281949140,565-79-9606
4735084058921451,774-07-7097
4735325451000009,382-78-5686
4738318060732507,130-31-4334
4738435260605117,733-65-2752
4740094979586831,572-24-7164
4740972175050233,348-32-6777
4741567809226529,573-19-1123
4742218192254210,590-17-5652
4743099174848081,519-76-2780
4743800053158009,864-90-3132
4744895553377702,181-95-9276
4745720477877620,212-51-6362
4746264094854414,654-35-7465
4746561133993172,354-22-6628
4746701694107560,878-28-5791
4747371817078103,584-54-0007
4748237600795709,762-15-8012
4748317029586390,444-59-3748
4750091404292636,370-33-6612
4750613093244634,375-24-9903
4751503155795194,695-77-8496
4754523235038107,384-78-9058
4755299172179944,020-03-2224
4755316864926737,236-64-5221
4756418291149179,677-03-5748
4756651153469356,337-38-1357
4756906285282881,171-41-5823
4757346727565446,417-89-0709
4757623703056149,093-94-5683
4759247110814078,577-54-3548
4759359886380760,384-26-7231
4759404186671730,766-43-8642
4762048420954405,677-67-3246
4762417063650226,431-18-8420
4763001196893009,310-35-6676
4763124109139433,294-81-0104
4763262351024505,149-19-5653
4765992607903684,189-78-8062
4766570864381098,856-26-7288
4766764470972792,743-55-1616
4768301480957733,671-40-6494
4770380604067088,399-23-5337
4771027567657616,598-37-0614
4773433666169826,379-05-8168
4773553972630797,053-11-6058
4774591714094368,813-11-9377
4774751078946591,188-76-0058
4775281596813940,101-69-8491
4776642856733558,625-82-0165
4777090206533956,736-44-1359
4778155518699479,572-58-8437
4780413043782393,137-81-3335
4780804271728902,207-77-7733
4781260903940259,780-78-2640
4782169925138090,411-69-4394
4782901114542249,278-05-7271
4783000904136202,520-04-1811
4784494024536756,474-62-5857
4785895083194080,096-26-7149
4786041469830653,141-75-4503
4786077038829354,855-21-7149
4786160532536525,172-59-6185
4787090609721842,488-17-1632
4788890805158403,536-41-2582
4789397297328592,715-10-9956
4791321608095381,768-31-7675
4793982166001315,871-99-7617
4794166831081550,231-19-0753
4795007989406497,772-90-1877
4795041423668743,233-67-4304
4795141678368526,825-38-9454
4795213984819292,189-53-9269
4795730987001545,328-74-5886
4796191002016902,140-39-8141
4798269858659914,628-34-2864
4800620860980068,128-35-0002
4802705696364195,709-75-1069
4803909835842868,483-19-7960
4804009243946267,377-64-0416
4804333381515845,076-04-2036
4804454021738744,150-89-0661
4804797979826493,435-50-9702
4805819127738963,808-97-2303
4806983234525066,692-48-5420
4807263169963403,247-51-9282
4807935180011185,623-99-1261
4808723313331137,717-21-9784
4810643906653042,441-19-2788
4810937095534280,293-04-0465
4812705113191039,182-40-7561
4812761857617085,330-52-8839
4813226767541857,070-62-3107
4813683441894526,470-92-6055
4813705359148155,651-64-7162
4814013122983860,623-09-0133
4814097682865757,478-37-6049
4815196895441940,474-02-6367
4815802858855865,472-81-9253
4816863870288278,764-54-8836
4817210328467386,658-25-7810
4817311018972345,675-83-6618
4817385753236595,577-72-3092
4817992222289970,252-43-4663
4818330953960262,103-13-5639
4818467981669158,025-92-0495
4818863800654134,077-56-6765
4820709484999301,632-25-5467
4821675005013758,499-44-3716
4821981709228373,165-76-0358
4822540002568478,060-17-0442
4823997063511350,676-35-5102
4824444111037939,868-38-2089
4825075254350447,254-58-0653
4828484758757700,323-73-1580
4829921082679562,138-85-4370
4830121531561365,699-88-1536
4831016740705002,463-85-4835
4832151814401052,095-63-5037
4832618975422432,595-44-2546
4833812045945642,117-62-5853
4834144980582563,226-77-6548
4834584160471071,764-15-5342
4834678530113783,835-17-3524
4835542566169326,596-26-9032
4837584334729641,157-52-1375
4838533408042018,578-61-0750
4839534292347140,798-18-6601
4840215441494127,631-44-3952
4840423411859671,796-49-3917
4840527961101167,229-92-1862
4841244038124854,452-44-0738
4841304411737746,746-63-4117
4841952131175892,272-58-3661
4841975801821495,437-34-1561
4843427372106755,035-30-9220
4843520985427798,534-40-3541
4844336347844946,775-91-6993
4844826879341352,733-74-5683
4846392335445673,680-91-9545
4848781687600166,100-23-0544
4849609718434496,660-63-8363
4850333440251757,510-34-6067
4850957365656036,209-92-1336
4852419990430830,217-62-5047
4852514117132127,269-50-6319
4852977523784460,824-53-9367
4853006936568655,362-81-9210
4853318857123737,185-79-9334
4855156913487144,170-35-1494
4856705123792682,536-70-6351
4858455293120763,258-25-4007
4858571062583617,847-16-0452
4859475779140282,103-21-7770
4860133728355140,293-85-9176
4860445217834223,152-58-6518
4860761967076447,619-45-5714
4861442010447831,250-44-4773
4862932417925925,580-77-2185
4864302589636569,608-84-0757
4864382187129050,357-39-3909
4864503097661961,300-75-7539
4866990260716896,617-03-9582
4868018927580139,640-60-7400
4868353727711943,741-60-5846
4873474478391819,730-69-7460
4873714668269501,027-51-1003
4874768758050485,057-18-7679
4874773160331556,809-75-1580
4875379320667993,253-76-1056
4875544994697721,242-69-2504
4876436279783079,649-63-7094
4876676295117303,630-34-9751
4879523530336396,680-76-6771
4880743077552521,448-54-5942
4883459337126348,184-43-3129
4883596606917699,353-89-5493
4884679230425286,044-05-6954
4885016379550096,761-56-1302
4885313485737489,324-89-4286
4885349780597426,269-48-4802
4886272628356731,528-56-5893
4888629025157574,133-69-0691
4888903591429950,010-87-5696
4890424669095264,273-01-7194
4890766563503557,409-56-7307
4891267415769800,447-74-6125
4891492222990429,298-41-6038
4891783823420893,633-66-6135
4892073668949829,676-39-4274
4892823169242573,693-12-1019
4893333134995411,386-95-9267
4893552158064826,340-66-6312
4894254287880342,177-98-6706
4894274518568482,472-89-2438
4895164227699273,773-12-1625
4895302680036522,389-31-5562
4896614078820815,878-45-0230
4897208504379675,530-48-0262
4898462841036865,087-93-2193
4898477505948445,108-49-4939
4898844450729148,312-90-9499
4899781798973864,784-88-8352
4899796132495226,817-26-3700
4900088389304930,600-45-2163
4900409583780123,613-51-8502
4900751441896967,115-47-1219
4901193238513365,337-82-6889
4902802862901667,497-78-9302
4902967766481759,895-43-0601
4908098040589029,761-36-6515
4909563260631255,529-60-2319
4910748220696855,839-38-1852
4911110012733538,681-06-1852
4911930493082679,761-40-0485
4912315420775703,895-11-2863
4913519870111793,781-40-6611
4913929793693761,802-66-0541
4915560796924941,307-19-9515
4917132764419581,322-60-5781
4917506963390406,458-30-9040
4918229147440117,385-44-4750
4919150924886877,245-48-3912
4922335195539025,363-84-5914
4924583581118510,249-15-5492
4924631765227753,674-92-2461
4925746116896178,197-33-3173
4926772912686471,181-95-0828
4927385383452353,250-14-5304
4928163004792021,424-77-7831
4928607169465781,783-75-4057
4929200385794215,066-35-2681
4930953182076379,606-91-3647
4930988563489411,171-89-2312
4931179705482758,526-14-0638
4931675517924333,818-93-3589
4933689009921093,101-16-5401
4934836903970002,304-62-3881
4935652078341625,651-27-7035
4936238788466057,347-85-5549
4937773950816076,816-91-9055
4938679517224432,593-40-2257
4938855089267765,214-13-2779
4939687237087731,221-77-0921
4940032266883543,510-09-0016
4940225499057386,472-81-9253
4941540145929229,139-29-8331
4942151850274410,677-80-1311
4942522310924416,837-08-5089
4944638338563800,635-50-2988
4945351850994507,675-07-1226
4946182689995038,288-93-7128
4948046082181801,500-47-5044
4948958385513573,504-45-9189
4949359805514938,222-63-6073
4952214539606423,119-03-7716
4952443870120013,782-95-7589
4953239347498845,899-57-8688
4953475335389246,229-56-6889
4954461869622334,568-88-2867
4956501928779282,733-74-5683
4956681227546788,889-53-9139
4956780979508689,712-50-8770
4957724474886736,287-46-6869
4958087620834284,160-90-8086
4958460551235005,538-80-6310
4960291649780272,408-90-8943
4960432413904983,809-70-0278
4963063238958594,471-03-7116
4963678587481318,400-36-6051
4963741063656991,645-90-2258
4963892847085732,398-42-9733
4964068390965518,165-26-2697
4964169964009772,214-59-1776
4964965109956037,702-95-2215
4965425306395694,534-82-7062
4965640546180645,067-09-2402
4965962723985145,688-07-3850
4966793734893054,517-80-0310
4967457301083577,142-78-2841
4968096013977442,506-82-6747
4968301126751605,613-65-2585
4968779866330369,470-10-4319
4968994415584586,477-11-8970
4969289892048851,451-33-6777
4969829236770973,194-21-1571
4970138502315001,866-76-5453
4971488368856310,418-66-0408
4971743948846508,850-79-7877
4973174893291375,341-81-4615
4973600881474060,832-67-7746
4973847834689175,045-77-8849
4973849265234299,765-90-6245
4974040272130683,129-13-0435
4974142814303784,881-19-5138
4975032749316960,037-61-7827
4975217894689002,831-76-9196
4976576576923297,786-96-6994
4976815190214737,726-10-6317
4978304530989355,871-98-2766
4979542509348298,884-46-7468
4979987376582257,262-15-6860
4980191427334449,563-56-0962
4980536646122225,386-56-6249
4980801696468732,591-55-8369
4980836170350618,585-31-7213
4981762616875738,371-69-1094
4982603562499025,575-32-1909
4984855709140510,058-70-3479
4985209122284316,627-88-1320
4986365957237933,815-64-4301
4986423556020794,537-68-7088
4986817340333852,673-84-6518
4987342236770108,849-18-2623
4988531515298653,848-83-5155
4989541888375516,260-13-1255
4989565452003352,299-21-7753
4989881361938947,697-06-9807
4991948395218459,844-43-8239
4992193083135595,548-48-3766
4992695962526009,049-43-9116
4995578414207914,198-66-8003
4995925241837373,837-69-3498
4996173210856988,130-09-8129
4996612130037765,274-21-5822
4997954982363546,768-06-4385
4999903499627313,108-15-1856
